DATA SOLICITAÇÃO,DATA EXPEDIÇAO,N° TICKET,PROJETO,EQUIPAMENTO,SERIAL,QUAL ESTOQUE?,NF,RESPONSABILIDADE,REPOSIÇÃO ,VALIDADO NO ESTOQUE
21/05/25,,193677,NTT_EVOTECH - 9300 E APS - F240242,C9300L-24P-4X-A,FVH2808L1T2,EVOTECH,32273,SHIRLEY,,VALIDADO
22/04/25,,192513,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200-24P-4G-A,TSP27022211,9200 SUSTENTAÇÃO,32114,COTRIM,,VALIDADO
22/04/25,,192502,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48-4X-A,FVH2831L790,EVOTEVCH,32113,SHIRLEY,,VALIDADO
22/04/25,,192502,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48-4X-A,FVH2831L813,EVOTEVCH,32113,SHIRLEY,,VALIDADO
22/04/25,,192502,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48-4X-A,FVH2831L780,EVOTEVCH,32113,SHIRLEY,,VALIDADO
22/04/25,,192502,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48-4X-A,FVH2831L6QT,EVOTEVCH,32113,SHIRLEY,,VALIDADO
23/04/25,,192411,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L78W,EVOTECH,32118,SHIRLEY,,VALIDADO
23/04/25,,192411,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L78Z,EVOTECH,32118,SHIRLEY,,VALIDADO
23/04/25,,192410,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6RH,EVOTECH,32119,SHIRLEY,,VALIDADO
23/04/25,,192409,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2828L3FC,EVOTECH,32120,SHIRLEY,,VALIDADO
23/04/25,,192409,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L7U8,EVOTECH,32120,SHIRLEY,,VALIDADO
23/04/25,,192409,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L652,EVOTECH,32120,SHIRLEY,,VALIDADO
23/04/25,,192409,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L62H,EVOTECH,32120,SHIRLEY,,VALIDADO
23/04/25,,192409,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L62P,EVOTECH,32120,SHIRLEY,,VALIDADO
23/04/25,,192409,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2828L3F8,EVOTECH,32120,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8D7,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8RZ,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8FB,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8HU,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8GM,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L5XG,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L94K,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8QJ,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8SJ,EVOTECH,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A STACK,TSP25520113,1.700 fase 1 - IS21667,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A STACK,TSP25521070,1.700 fase 1 - IS21667,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A STACK,TSP25520813,1.700 fase 1 - IS21667,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A STACK,TSP25520993,1.700 fase 1 - IS21667,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A STACK,TSP25500969,1.700 fase 1 - IS21667,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A STACK,TSP25520089,1.700 fase 1 - IS21667,32122,SHIRLEY,,VALIDADO
23/04/25,,192309,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A STACK,TSP25520919,1.700 fase 1 - IS21667,32122,SHIRLEY,,VALIDADO
24/04/25,,192576,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A,TSP27022021,9200 SUSTENTAÇÃO,32135,COTRIM,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2832L4B7,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L62J,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L4FU,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L4JQ,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L6CZ,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L7W1,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26500484,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26451132,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26500198,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26451166,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26451748,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26501758,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26491036,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26490986,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26465620,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP27030327,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP26491073,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4G-A,TSP27020315,Estoque 9KSwitches,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L6HK,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L6J3,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L82C,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L6RV,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L78R,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L8SU,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L7VF,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L8YW,EVOTECH,32126,SHIRLEY,,VALIDADO
24/04/25,,191797,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2831L7VJ,EVOTECH,32126,SHIRLEY,,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4X-A-,TSP26490439,Estoque 9K,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4X-A-,TSP26491024,Estoque 9K,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4X-A-,TSP26503497,Estoque 9K,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4X-A-,TSP26501635,Estoque 9K,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4X-A-,TSP26465337,Estoque 9K,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9200L-24P-4X-A-,TSP26500279,Estoque 9K,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8AS,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L9FX,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6S4,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L0WQ,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6KA,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8AX,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L6RW,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L88W,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2829L1KH,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L834,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L14P,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L7W8,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L82M,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L9RN,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2830L523,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L0WH,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2832L14W,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48P-4X-A,FVH2831L8FM,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L7UH,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L629,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L7V8,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L6FD,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L66E,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L65E,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L599,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191322,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2835L58T,EVOTECH,31997,SHIRLEY,NÃO,VALIDADO
25/03/25,,191299,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A MANUTENÇÃO,TSP27022210,9200 MANUTENÇÃO,31983,SHIRLEY,SIM,VALIDADO
25/03/25,,191298,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A MANUTENÇÃO,TSP27030094,9200 MANUTENÇÃO,31982,SHIRLEY,SIM,VALIDADO
25/03/25,,191297,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A MANUTENÇÃO,TSP27021321,9200 MANUTENÇÃO,31979,SHIRLEY,SIM,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L79J,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L6D0,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L65M,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L6D4,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L7UJ,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L7XF,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L7UU,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L789,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L4FZ,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L67B,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L7WH,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L7UK,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L66X,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L7AE,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L638,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L3VV,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/03/25,,191040,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A (Estoque EVOTECH),FVH2835L7UM,NTT EVOTECH- INSTALAÇÃO,31967,SHIRLEY,,VALIDADO
25/04/25,,192675,NTT_SUSTENTAÇÃO 9000 SW - F221083,C9200L-24P-4G-A,TSP27030020,9200 SUSTENTAÇÃO,32138,COTRIM,,VALIDADO
26/03/25,,191391,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACLN,EVOTECH,32004,SHIRLEY,,VALIDADO
26/03/25,,191391,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACNH,EVOTECH,32004,SHIRLEY,,VALIDADO
26/03/25,,191391,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACPL,EVOTECH,32004,SHIRLEY,,VALIDADO
26/03/25,,191391,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2832AANC,EVOTECH,32004,SHIRLEY,,VALIDADO
26/03/25,,191391,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACMS,EVOTECH,32004,SHIRLEY,,VALIDADO
26/03/25,,191390,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACLM,EVOTECH,32000,SHIRLEY,,VALIDADO
26/03/25,,191386,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACPD,EVOTECH,32007,SHIRLEY,,VALIDADO
26/03/25,,191386,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACNL,EVOTECH,32007,SHIRLEY,,VALIDADO
26/03/25,,191386,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACKZ,EVOTECH,32007,SHIRLEY,,VALIDADO
26/03/25,,191386,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACLD,EVOTECH,32007,SHIRLEY,,VALIDADO
26/03/25,,191386,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACNF,EVOTECH,32007,SHIRLEY,,VALIDADO
26/03/25,,191385,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACKK,EVOTECH,32005,SHIRLEY,,VALIDADO
26/03/25,,191385,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACLS,EVOTECH,32005,SHIRLEY,,VALIDADO
26/03/25,,191385,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2832AAPB,EVOTECH,32005,SHIRLEY,,VALIDADO
26/03/25,,191384,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACNZ,EVOTECH,32002,SHIRLEY,,VALIDADO
26/03/25,,191384,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACND,EVOTECH,32002,SHIRLEY,,VALIDADO
26/03/25,,191384,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACLL,EVOTECH,32002,SHIRLEY,,VALIDADO
26/03/25,,191384,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACNT,EVOTECH,32002,SHIRLEY,,VALIDADO
26/03/25,,191383,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACNB,EVOTECH,32006,SHIRLEY,,VALIDADO
26/03/25,,191383,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACLC,EVOTECH,32006,SHIRLEY,,VALIDADO
26/03/25,,191383,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2832AAPH,EVOTECH,32006,SHIRLEY,,VALIDADO
26/03/25,,191383,NTT_EVOTECH - 9300 E APS - F240242,CATALIST 9164I AP,TSP2835ACMC,EVOTECH,32006,SHIRLEY,,VALIDADO
27/03/25,,191445,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),"UCS B200 M6 BLADE W/O CPU, MEM, HDD,MEZZ (UPG)",FCH2809773L,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),31994,CAYQUE,,VALIDADO
27/03/25,,191445,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),"UCS B200 M6 BLADE W/O CPU, MEM, HDD,MEZZ (UPG)",FCH2809774K,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),31994,CAYQUE,,VALIDADO
27/03/25,,191445,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),"UCS B200 M6 BLADE W/O CPU, MEM, HDD,MEZZ (UPG)",FCH280977CP,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),31994,CAYQUE,,VALIDADO
27/03/25,,191445,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),"UCS B200 M6 BLADE W/O CPU, MEM, HDD,MEZZ (UPG)",FCH280977DW,NTT_GESTÃO ARMAZENAGEM BRADESCO SEGUROS (BLADES),31994,CAYQUE,,VALIDADO
30/04/25,,192850,NTT_ATIVIDADES AVULSAS BRADESCO - F240242,C9200-24P-4G-A,TSP26451529,Estoque 9KSwitches,32154,SHIRLEY,,VALIDADO
30/04/25,,191993,NTT_TRAG BRADESCO - F240242,C9200-24P-4G-A,TSP26420056,9200 TRAG,GRM 198,SHIRLEY,,VALIDADO
31/03/25,,191625,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26500157,9200 9K,32031,SHIRLEY,,VALIDADO
31/03/25,,191624,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP27021241,9200 9K,32036,SHIRLEY,,VALIDADO
31/03/25,,191623,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26470618,9200 9K,32035,SHIRLEY,,VALIDADO
31/03/25,,191622,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26465378,9200 9K,32029,SHIRLEY,,VALIDADO
31/03/25,,191621,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26451305,9200 9K,32027,SHIRLEY,,VALIDADO
31/03/25,,191620,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP27020461,9200 9K,32025,SHIRLEY,,VALIDADO
31/03/25,,191619,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26500043,9200 9K,32032,SHIRLEY,,VALIDADO
31/03/25,,191617,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP27013184,9200 9K,32033,SHIRLEY,,VALIDADO
31/03/25,,191615,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26466287,9200 9K,32034,SHIRLEY,,VALIDADO
31/03/25,,191613,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26490891,9200 9K,32026,SHIRLEY,,VALIDADO
31/03/25,,191613,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26503440,9200 9K,32026,SHIRLEY,,VALIDADO
31/03/25,,191613,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP27020653,9200 9K,32026,SHIRLEY,,VALIDADO
31/03/25,,191612,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26470994,9200 9K,32028,SHIRLEY,,VALIDADO
31/03/25,,191612,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26460824,9200 9K,32028,SHIRLEY,,VALIDADO
31/03/25,,191612,NTT_EXTENSÕES DEPARTAMENTAIS 9200 - F240242,C9200-24P-4G-A 9K,TSP26502005,9200 9K,32028,SHIRLEY,,VALIDADO
